Concurso;bola 1;bola 2;bola 3;bola 4;bola 5;bola 6;bola 7;bola 8;bola 9;bola 10;bola 11;bola 12;bola 13;bola 14;bola 15
1146;24;17;2;7;13;21;4;3;11;22;25;15;19;5;18
1145;13;17;14;15;6;5;9;11;3;23;8;16;18;4;24
1144;4;24;25;7;6;18;2;8;23;17;10;19;3;14;13
1143;1;3;4;10;11;18;12;23;13;14;17;6;16;24;25
1142;24;22;10;20;9;23;16;15;12;7;8;13;19;4;2
1141;18;9;17;11;5;16;10;24;22;6;12;25;13;15;23
1140;24;21;3;20;15;4;10;19;7;8;23;5;6;18;25
1139;18;22;17;16;2;1;19;15;11;6;3;25;14;21;13
1138;13;1;21;7;20;22;11;6;5;3;16;2;18;15;10
1137;23;21;15;8;9;2;5;19;11;4;20;12;7;10;25
1136;6;22;10;1;19;11;24;7;9;17;5;15;2;18;21
1135;16;9;4;18;15;17;3;10;8;5;23;24;12;25;19
1134;10;2;17;13;14;23;11;4;20;1;25;18;8;12;15
1133;6;8;16;4;13;18;12;9;2;24;10;14;25;7;5
1132;17;22;1;23;12;7;9;8;14;11;21;6;2;13;24
1131;2;3;25;6;14;15;4;21;20;12;24;22;17;16;19
1130;2;5;1;12;8;22;15;13;25;14;20;17;10;11;24
1129;21;3;22;18;17;5;13;19;7;2;8;4;16;23;12
1128;3;7;10;1;11;2;24;16;14;4;25;6;17;20;12
1127;22;3;6;13;15;16;9;24;17;1;14;8;11;23;4
1126;16;13;25;7;3;12;22;24;17;19;8;5;18;23;6
1125;22;4;12;3;13;18;1;25;16;11;6;17;21;15;9
1124;6;22;13;12;24;3;15;1;5;19;4;25;21;10;8
1123;13;6;4;8;11;24;22;10;16;15;19;23;7;2;17
1122;16;3;21;7;11;12;13;2;19;24;10;25;14;20;23
1121;1;17;22;23;4;9;8;25;20;6;2;12;5;18;11
1120;5;9;10;13;8;24;19;4;2;18;17;14;16;12;6
1119;18;5;15;12;3;17;7;10;1;20;14;6;23;2;8
1118;24;11;5;14;1;13;8;15;25;10;2;21;23;6;20
1117;8;19;11;16;12;13;15;21;1;3;5;23;7;14;2
1116;1;6;9;5;25;22;12;21;2;4;15;18;3;17;24
1115;8;23;3;22;17;11;20;18;7;24;9;10;2;12;25
1114;20;5;8;18;12;6;22;4;11;10;19;1;15;2;3
1113;7;22;24;1;15;20;19;17;9;25;14;12;6;13;3
1112;17;16;20;7;2;22;15;8;12;1;24;6;3;18;13
1111;15;9;2;13;23;14;22;6;25;3;24;16;11;12;4
1110;25;1;15;10;9;2;3;4;6;20;24;22;19;17;18
1109;4;9;8;1;6;11;17;20;7;18;19;21;25;5;10
1108;12;17;25;22;21;8;14;2;1;5;7;13;24;9;4
1107;1;19;16;10;4;18;20;11;24;12;8;21;14;9;2
1106;11;10;15;24;19;3;12;14;23;2;13;16;4;21;9
1105;11;9;13;25;24;17;18;15;1;6;4;20;23;7;2
1104;15;9;14;2;21;6;19;18;11;8;23;22;13;16;5
1103;10;7;12;14;18;4;25;5;16;2;21;9;20;11;22
1102;3;20;18;6;8;2;19;15;23;24;21;14;22;12;5
1101;1;10;3;25;24;23;11;18;17;19;6;2;9;15;13
1100;24;16;7;11;14;18;6;10;23;20;5;19;9;15;12
1099;8;22;14;7;11;16;6;3;24;25;23;21;2;12;13
1098;11;14;12;7;25;24;23;16;3;10;15;4;18;8;5
1097;10;4;16;9;24;12;15;23;18;25;20;19;14;5;6
1096;25;12;8;4;22;20;13;23;2;7;10;14;21;15;1
1095;16;2;24;9;15;21;22;5;18;25;6;17;3;23;7
1094;22;5;16;10;3;2;9;8;14;1;4;6;12;19;25
1093;1;10;5;11;6;18;4;9;25;22;23;24;21;2;13
1092;25;4;24;5;20;9;14;22;8;11;13;12;15;18;19
1091;5;7;6;25;16;4;23;24;13;20;14;10;9;2;12
1090;11;22;15;9;5;21;14;20;24;18;13;3;10;8;17
1089;15;8;4;16;24;3;23;6;2;13;22;14;12;21;19
1088;6;19;12;22;7;3;1;2;18;10;5;13;9;20;23
1087;6;17;19;2;24;18;16;20;12;3;23;4;9;13;21
1086;19;7;24;21;12;15;5;17;2;13;18;4;10;22;23
1085;25;19;21;7;9;14;6;10;18;23;8;3;24;16;22
1084;7;4;24;25;17;18;1;6;21;13;9;5;3;2;10
1083;1;18;20;11;16;24;17;4;6;23;2;13;3;22;21
1082;24;10;9;19;11;7;23;16;3;18;17;21;13;22;15
1081;21;10;5;16;13;12;14;1;15;22;18;19;6;7;23
1080;5;14;3;17;12;21;2;16;10;6;23;22;15;25;11
1079;15;24;6;11;22;5;13;20;16;19;8;17;7;21;14
1078;23;13;6;24;11;25;2;10;21;7;18;17;5;4;9
1077;20;19;12;13;2;5;8;24;7;15;6;21;14;10;1
1076;18;15;12;11;20;13;17;9;16;25;4;14;21;10;22
1075;21;15;16;24;6;17;1;18;22;12;2;23;25;9;10
1074;9;10;8;25;13;11;17;22;23;24;21;1;4;7;20
1073;13;20;17;16;23;5;3;6;1;19;22;4;7;24;21
1072;2;4;7;22;23;25;14;17;20;3;13;1;5;15;9
1071;11;6;14;16;3;2;13;17;21;4;22;24;5;10;12
1070;9;22;18;23;4;20;25;11;13;19;12;10;21;16;24
1069;22;23;17;15;1;11;16;4;8;12;3;10;13;25;24
1068;24;20;18;10;14;17;11;13;21;15;16;6;2;22;7
1067;21;15;1;3;5;14;2;11;17;4;10;25;7;13;22
1066;10;24;6;16;21;5;4;22;14;11;17;19;2;18;23
1065;12;20;14;21;5;15;4;2;19;24;6;25;17;22;3
1064;15;25;9;7;11;10;14;2;24;8;16;18;19;21;3
1063;14;24;6;10;16;25;15;7;13;2;22;5;21;12;20
1062;8;7;13;4;9;16;23;17;3;19;15;11;5;25;20
1061;24;12;15;2;14;23;16;21;5;22;3;7;19;9;8
1060;17;7;20;13;4;14;16;8;2;15;1;5;22;23;21
1059;21;24;8;19;3;20;7;15;16;11;2;1;22;5;14
1058;22;9;24;17;6;12;25;18;13;4;21;20;7;5;16
1057;19;25;13;7;20;11;9;6;23;4;21;16;14;1;8
1056;22;15;18;4;6;21;10;23;9;14;2;8;5;11;19
1055;12;7;1;24;10;2;8;9;25;22;14;18;13;3;23
1054;20;15;9;5;3;24;17;12;6;16;4;2;25;18;13
1053;14;12;24;17;22;13;2;6;4;1;3;15;18;11;23
1052;18;8;3;1;5;11;24;21;10;23;6;16;20;17;4
1051;3;8;4;7;14;13;16;23;20;10;25;2;18;21;11
1050;24;1;7;15;21;22;25;17;19;4;6;13;10;12;16
1049;18;17;20;9;12;22;25;21;4;23;14;2;5;19;16
1048;15;16;1;20;9;17;10;2;21;25;18;7;3;6;5
1047;15;21;20;11;17;24;8;22;12;7;9;10;16;4;25
1046;13;14;21;3;7;12;18;4;11;25;20;5;22;8;23
1045;24;23;20;6;9;17;3;25;16;2;11;5;22;21;15
1044;17;10;20;24;11;6;12;23;5;2;8;15;4;7;25
1043;6;25;7;17;14;12;18;11;1;2;9;19;8;24;10
1042;7;1;15;10;21;14;16;24;6;11;22;9;3;8;19
1041;25;20;12;21;19;15;24;5;10;23;3;7;13;1;17
1040;10;12;4;23;25;9;2;1;6;16;20;22;13;21;8
1039;21;1;15;18;9;2;19;14;22;20;3;12;24;8;13
1038;8;10;24;19;6;7;20;18;16;9;17;2;13;21;25
1037;11;20;9;25;17;18;1;12;24;5;15;21;6;10;23
1036;14;12;7;22;18;21;4;9;11;5;19;24;10;17;20
1035;15;13;21;19;25;20;7;6;12;14;9;18;23;4;22
1034;8;2;23;3;13;17;12;6;21;10;20;18;14;19;4
1033;13;4;18;17;7;14;12;23;16;6;21;24;22;8;3
1032;23;4;2;6;3;10;20;11;8;17;16;13;18;14;1
1031;12;4;9;24;11;14;17;2;22;5;19;15;1;6;20
1030;19;8;15;16;2;23;11;4;20;3;1;17;9;18;10
1029;2;6;22;13;24;19;14;25;1;18;11;23;17;3;8
1028;4;25;5;11;24;17;20;7;10;19;6;9;8;23;16
1027;10;14;19;1;16;9;25;15;6;5;12;3;8;21;23
1026;1;6;7;12;19;11;20;16;24;18;14;23;5;15;21
1025;16;11;9;22;1;13;19;14;25;7;18;17;2;15;23
1024;7;2;23;4;14;13;20;17;10;9;12;22;11;21;1
1023;21;18;9;11;16;14;8;23;6;22;3;7;13;2;1
1022;25;9;10;21;3;22;18;5;16;7;8;4;24;1;14
1021;1;21;20;13;9;6;14;22;15;18;5;16;10;19;23
1020;7;12;20;21;18;9;5;2;15;24;3;19;11;16;13
1019;22;3;18;8;12;20;7;5;21;2;4;17;23;1;10
1018;11;17;2;19;18;7;5;10;8;16;14;22;12;24;4
1017;21;4;16;10;9;3;2;19;8;11;12;17;23;1;15
1016;15;3;19;20;25;2;21;23;1;12;6;14;5;11;16
1015;3;23;18;13;17;21;1;7;2;5;15;8;20;16;6
1014;13;24;14;10;25;9;2;8;1;18;12;23;17;22;20
1013;7;18;1;4;20;17;3;19;11;21;13;23;10;2;5
1012;16;17;1;25;7;15;12;24;18;9;11;21;14;2;22
1011;4;19;9;25;18;10;17;7;23;3;24;15;1;13;5
1010;11;4;21;8;14;10;1;2;15;19;13;23;6;16;22
1009;9;6;4;12;18;11;24;2;10;20;17;14;22;19;15
1008;19;12;13;7;6;18;3;16;10;8;22;17;9;1;21
1007;24;6;2;20;11;25;9;3;12;7;22;1;23;10;18
1006;4;7;6;5;15;22;13;3;16;23;1;24;20;14;9
1005;21;9;18;20;10;1;14;22;12;19;24;15;16;5;7
1004;12;21;10;3;6;22;15;18;25;19;14;20;2;1;24
1003;1;12;25;3;21;16;10;20;14;17;19;8;2;23;6
1002;22;18;17;8;12;4;24;21;15;20;14;3;13;16;10
1001;23;8;6;17;14;25;21;13;12;10;19;11;5;20;7
1000;13;16;11;14;4;18;22;3;8;17;20;12;15;19;2
999;6;2;14;16;24;15;18;10;1;13;21;8;12;5;7
998;19;1;5;3;22;2;14;12;9;20;11;17;21;23;4
997;2;24;22;4;18;7;15;10;19;5;12;23;16;17;9
996;20;18;21;9;24;2;17;4;16;6;3;13;25;7;23
995;14;2;23;9;20;12;13;8;7;3;22;17;4;24;1
994;25;23;12;18;8;15;5;11;16;9;3;22;13;7;14
993;7;5;12;17;20;4;2;25;24;9;14;21;10;23;22
992;5;17;8;24;20;15;11;13;9;3;19;1;7;4;10
991;14;7;9;2;6;22;21;24;17;1;15;12;25;5;18
990;7;8;13;19;20;6;24;22;10;11;12;16;15;5;1
989;13;15;4;22;10;9;8;19;14;3;24;17;18;6;23
988;15;3;20;9;13;7;17;11;1;24;25;5;12;16;19
987;22;15;2;20;4;12;9;19;7;13;6;5;18;11;23
986;2;14;7;13;1;11;22;21;23;20;15;5;16;24;18
985;3;21;9;13;24;6;4;17;12;7;22;14;18;23;25
984;25;15;13;4;2;9;24;12;23;10;22;8;11;20;21
983;14;8;15;2;10;7;4;18;19;25;5;21;16;11;6
982;14;5;23;3;4;21;9;7;1;13;17;18;6;24;20
981;22;24;16;6;9;2;4;18;19;1;25;8;3;12;21
980;12;22;9;24;20;11;7;10;21;2;6;8;17;13;1
979;6;16;9;19;25;23;22;2;21;24;5;10;7;8;14
978;13;18;4;11;15;3;16;7;14;5;9;25;12;8;6
977;22;1;2;14;11;17;10;7;23;18;13;20;24;8;6
976;19;13;25;14;6;2;10;1;23;21;24;7;3;11;4
975;11;12;6;10;16;19;2;20;4;1;17;24;14;13;7
974;1;21;12;22;6;4;14;10;9;7;19;8;17;15;24
973;22;14;6;3;1;24;5;11;8;25;2;20;15;21;18
972;22;1;13;15;8;23;25;20;21;11;3;6;16;14;24
971;22;24;4;9;7;10;5;20;11;6;18;21;3;23;25
970;15;18;6;9;1;17;8;12;19;20;3;21;10;23;24
969;16;17;20;18;5;1;4;12;24;3;10;22;19;11;9
968;11;7;9;20;19;5;3;4;2;18;14;16;21;13;25
967;17;4;25;16;22;11;23;21;2;10;20;8;6;9;3
966;4;11;6;21;7;5;12;3;10;17;2;8;25;19;22
965;13;18;14;24;19;15;10;22;21;8;16;3;4;11;9
964;2;23;4;9;15;1;20;3;10;19;11;7;18;17;21
963;11;23;15;14;7;3;19;18;9;16;17;6;4;10;24
962;15;1;6;25;14;13;23;21;22;4;17;20;8;9;11
961;1;4;18;20;7;12;22;2;11;15;25;21;5;9;3
960;16;14;1;6;7;2;24;17;10;4;20;21;12;18;3
959;9;19;25;5;12;24;16;20;11;2;22;21;14;23;6
958;19;14;24;4;6;20;5;1;9;17;21;16;12;13;22
957;24;15;22;5;8;6;1;23;16;25;13;21;4;7;3
956;5;6;16;13;2;12;17;22;8;4;21;11;18;3;19
955;4;5;16;7;24;11;1;12;21;14;2;9;13;18;10
954;11;14;25;23;6;20;13;8;24;3;16;18;12;10;5
953;1;9;13;12;21;16;10;7;24;15;14;18;5;2;6
952;12;3;18;17;6;4;8;11;14;23;19;21;25;22;1
951;21;7;25;19;10;17;14;9;15;3;22;8;13;20;23
950;25;12;20;5;21;17;9;8;4;14;13;2;18;7;19
949;10;17;11;23;8;15;12;6;13;9;14;7;1;21;16
948;18;2;5;16;21;6;11;9;13;1;19;24;22;8;17
947;3;9;7;16;22;18;10;1;11;12;5;24;15;2;20
946;1;22;10;24;14;20;21;16;7;19;25;18;9;8;17
945;13;4;21;2;9;20;3;19;24;6;18;23;11;25;5
944;16;9;21;8;10;12;11;24;19;1;14;13;25;17;18
943;5;18;14;13;12;10;23;3;6;9;15;21;17;4;22
942;13;18;5;1;21;6;4;24;11;22;12;3;7;19;20
941;11;25;16;3;15;18;4;5;2;9;10;7;1;8;23
940;25;14;18;24;4;17;3;2;9;20;19;16;13;7;6
939;11;21;25;1;7;5;20;9;10;18;16;6;4;19;15
938;19;6;7;17;20;15;11;25;13;16;18;3;4;10;2
937;23;2;20;14;25;19;6;9;1;11;13;24;10;16;12
936;7;4;1;8;18;25;2;15;3;13;6;17;20;19;23
935;7;22;19;18;3;4;1;2;10;14;23;5;6;12;9
934;22;24;21;8;20;3;23;4;14;25;11;9;2;10;19
933;14;17;19;15;7;5;11;24;23;2;16;4;10;6;3
932;16;18;4;8;12;13;20;14;1;25;21;5;23;15;22
931;20;19;16;5;8;3;25;14;12;10;22;11;2;6;24
930;9;20;24;2;11;14;15;16;5;25;6;12;22;23;3
929;23;2;18;25;14;1;21;11;9;8;20;7;4;5;10
928;11;14;1;9;19;4;12;24;6;8;10;25;17;15;23
927;23;22;2;5;9;6;3;14;13;21;16;17;11;20;25
926;14;1;11;19;15;5;13;24;9;12;7;6;10;8;21
925;12;3;16;23;7;25;22;1;4;6;24;14;13;9;15
924;16;8;17;2;20;7;6;12;18;1;10;19;14;24;9
923;14;15;1;7;4;19;22;12;5;6;10;20;24;25;3
922;23;2;17;21;8;12;4;9;5;20;6;22;16;24;15
921;18;4;3;16;17;15;2;25;24;21;9;7;12;1;19
920;19;2;5;4;1;3;23;10;6;16;20;15;13;12;22
919;5;13;4;21;14;11;3;1;22;7;17;9;19;2;10
918;1;23;8;9;4;22;21;3;2;13;6;16;17;14;15
917;3;21;1;5;4;14;11;20;19;6;13;22;24;2;17
916;6;24;17;5;19;4;13;18;3;23;7;1;2;14;11
915;11;20;24;2;10;4;13;5;23;25;8;22;18;1;6
914;5;4;22;12;24;3;1;11;23;18;17;15;6;10;20
913;25;22;20;10;19;24;13;5;18;12;6;17;4;15;3
912;17;14;20;23;15;22;16;4;18;7;21;2;10;3;19
911;24;2;17;5;11;21;6;22;25;15;23;3;8;1;13
910;5;11;17;8;6;24;25;20;16;18;3;19;4;13;9
909;1;8;6;18;3;12;20;13;21;11;7;10;2;22;5
908;1;15;4;10;12;23;17;13;25;2;18;6;24;9;7
907;14;4;8;23;5;3;21;13;2;7;20;16;15;22;10
906;5;3;7;10;8;12;22;6;24;1;17;21;18;2;9
905;6;14;20;16;4;11;12;21;1;22;8;23;17;10;13
904;10;17;16;18;20;22;13;24;7;19;6;9;1;12;5
903;6;20;5;16;8;18;10;2;15;11;13;3;4;1;22
902;24;2;11;4;8;17;5;25;9;1;6;3;20;21;23
901;22;1;7;6;24;10;16;23;4;13;18;12;14;25;2
900;2;11;7;20;6;25;15;1;13;8;22;10;24;18;12
899;21;9;20;25;4;10;23;7;15;16;1;14;17;18;12
898;14;1;24;20;10;11;4;18;12;8;9;21;6;13;25
897;23;21;9;16;1;11;8;13;10;2;17;14;7;5;18
896;8;13;15;1;2;7;12;20;18;4;17;19;3;6;23
895;25;13;18;17;21;2;5;16;8;12;6;11;3;19;4
894;21;2;18;15;22;6;9;13;12;19;24;25;14;5;1
893;8;23;22;6;3;2;5;24;16;9;11;4;1;15;20
892;6;24;13;3;14;2;19;10;16;20;17;21;22;1;5
891;5;24;17;23;8;16;19;15;7;25;14;12;6;1;21
890;3;7;1;11;23;6;17;19;24;4;2;18;8;5;16
889;5;7;19;2;6;25;12;9;4;21;13;22;16;11;18
888;13;20;12;22;6;11;1;18;17;19;14;24;16;3;21
887;15;10;8;6;1;21;25;19;11;12;24;18;17;23;20
886;15;21;12;13;1;8;23;16;20;4;3;10;11;17;7
885;7;19;23;17;8;16;2;18;9;11;22;24;12;5;15
884;17;10;12;21;25;19;9;8;13;4;15;7;18;20;1
883;22;21;6;12;8;18;3;17;25;19;10;5;7;16;9
882;10;2;12;19;7;17;22;25;14;13;18;24;11;8;1
881;21;4;8;1;7;3;20;23;16;19;6;15;5;22;9
880;8;14;2;5;19;22;25;6;18;10;21;24;7;16;23
879;9;2;25;13;4;18;22;3;15;12;16;24;7;10;21
878;22;19;7;25;6;2;23;3;13;10;14;1;5;16;12
877;23;10;16;11;19;3;15;14;25;18;21;7;8;9;13
876;6;14;9;21;20;16;18;13;7;5;24;25;3;12;23
875;4;9;21;24;12;15;13;22;6;23;25;10;2;8;18
874;16;23;8;1;7;20;4;10;5;21;19;2;25;9;6
873;7;6;11;9;15;14;17;25;13;12;8;18;3;2;22
872;7;2;5;22;12;1;23;18;4;17;6;13;10;14;9
871;4;23;9;13;17;6;8;24;14;10;22;19;2;15;12
870;7;13;18;12;14;17;1;8;23;10;5;6;4;16;2
869;9;25;22;1;24;12;14;10;20;3;11;23;6;18;21
868;8;3;21;12;16;10;19;9;14;1;22;24;2;17;13
867;7;6;8;3;13;21;14;10;25;2;15;22;12;5;4
866;24;14;5;10;23;20;9;13;2;11;18;7;1;3;8
865;10;22;1;13;5;19;21;7;25;4;6;3;23;20;18
864;15;3;18;17;23;13;10;19;8;16;22;12;6;24;21
863;1;19;3;18;24;4;23;16;15;22;8;17;7;13;25
862;20;3;14;19;23;1;4;13;17;15;18;2;10;24;5
861;19;2;4;17;11;23;6;14;1;10;15;7;22;3;9
860;19;25;7;16;14;3;6;15;4;24;10;13;22;5;9
859;4;2;10;5;19;13;18;17;14;9;6;11;20;1;3
858;4;22;23;20;5;3;9;11;12;25;6;19;1;17;8
857;13;15;18;20;8;3;14;11;21;1;4;16;6;24;19
856;13;22;3;7;9;12;20;2;25;8;23;19;15;11;16
855;8;1;9;14;18;17;23;3;13;4;10;11;25;24;15
854;14;10;18;17;15;1;13;8;21;5;3;2;9;22;20
853;21;6;19;12;20;23;18;2;11;5;3;17;9;8;22
852;25;4;21;5;23;1;11;20;2;12;16;18;24;3;8
851;20;4;1;5;10;22;17;18;24;6;14;15;13;7;19
850;23;20;2;14;18;13;3;7;24;10;19;21;8;5;22
849;14;4;25;5;17;12;23;10;20;15;24;16;1;18;13
848;2;25;24;9;23;18;21;5;19;16;3;13;14;8;17
847;17;11;21;7;9;18;14;13;20;1;6;25;10;3;5
846;9;10;24;20;15;23;14;1;21;11;6;4;19;13;25
845;12;7;2;4;25;23;21;18;11;22;19;16;14;24;6
844;25;24;8;17;22;12;19;1;3;15;10;16;5;9;7
843;16;20;7;24;15;22;19;21;12;13;3;4;17;11;8
842;10;3;15;13;20;19;5;18;14;4;7;22;11;21;24
841;21;24;13;5;10;14;3;12;17;20;6;16;1;8;15
840;13;21;20;4;19;6;18;17;25;9;11;22;2;23;12
839;21;19;6;3;22;7;16;17;25;24;13;2;8;14;4
838;9;15;18;10;23;20;14;21;16;4;2;24;5;11;7
837;16;10;15;22;13;12;7;3;11;8;1;18;24;14;20
836;9;18;12;15;4;10;14;21;20;16;25;8;7;22;2
835;2;15;19;18;14;25;8;4;17;6;12;21;16;1;24
834;10;14;23;19;22;4;2;18;7;21;9;16;8;11;20
833;11;16;12;2;5;17;6;25;22;19;10;7;20;18;13
832;19;15;6;12;24;10;2;16;8;22;7;25;11;5;23
831;18;2;1;14;22;11;17;5;9;10;3;12;20;21;16
830;10;11;1;19;14;23;21;9;6;16;4;12;24;17;13
829;8;22;5;14;16;9;23;11;7;2;13;25;24;18;17
828;19;9;15;8;23;17;25;14;6;7;20;12;24;22;1
827;4;1;10;17;5;16;12;2;9;22;7;14;21;24;13
826;16;5;20;19;3;23;24;6;14;18;13;12;21;15;17
825;14;22;13;25;23;7;1;15;9;11;17;8;6;10;19
824;22;4;3;7;19;21;24;14;20;11;15;25;13;2;12
823;2;5;12;16;20;24;22;9;25;11;13;19;4;1;14
822;3;15;22;11;24;2;14;18;12;5;19;17;21;16;23
821;25;17;24;7;10;11;3;9;12;21;5;16;23;14;4
820;3;8;22;9;2;1;7;24;6;16;5;13;23;15;10
819;12;22;8;6;18;5;3;21;20;19;4;7;9;11;10
818;8;24;22;11;5;14;16;23;10;19;25;6;4;20;13
817;10;23;8;4;25;12;17;24;11;20;18;2;3;5;1
816;13;17;5;25;19;12;8;15;2;3;23;10;16;9;11
815;10;20;14;25;8;11;18;7;17;15;22;6;21;23;24
814;11;12;4;8;17;21;10;24;13;20;19;3;14;22;23
813;3;8;23;1;16;21;10;12;7;5;19;4;24;25;6
812;18;1;5;14;20;8;17;24;3;19;11;21;23;7;25
811;4;2;17;20;12;3;7;14;19;10;1;5;22;9;6
810;6;3;23;15;22;1;24;16;18;12;17;7;21;9;11
809;5;2;21;18;1;25;13;16;24;7;9;23;22;19;4
808;18;6;17;10;16;24;12;22;4;11;21;14;7;20;25
807;19;7;22;25;8;24;11;13;10;21;18;5;4;3;2
806;14;25;10;5;3;15;1;20;2;16;24;19;8;7;6
805;17;6;11;25;1;16;24;13;14;20;2;4;9;22;7
804;1;13;7;23;24;6;3;20;18;17;5;4;21;8;15
803;16;25;20;1;17;24;18;14;5;4;19;23;15;12;21
802;22;4;9;13;21;14;5;3;10;12;18;8;20;1;25
801;25;3;17;1;6;23;21;10;12;7;19;4;18;15;5
800;16;13;10;22;12;7;9;6;8;11;4;24;3;21;20
799;22;3;11;15;14;21;23;24;16;6;19;25;8;13;4
798;16;18;13;24;19;23;22;10;6;8;1;5;11;3;15
797;8;7;24;19;2;20;21;11;17;18;3;15;5;25;6
796;18;24;11;14;6;21;8;4;10;20;2;16;7;17;3
795;9;10;1;3;7;12;8;24;21;14;4;6;2;16;22
794;2;15;14;9;3;23;5;24;4;8;20;1;25;6;11
793;17;5;20;16;14;23;11;21;2;12;9;4;25;7;18
792;20;12;25;14;8;19;21;9;2;3;1;23;6;10;18
791;11;8;1;7;2;23;14;22;3;10;21;25;6;13;5
790;8;3;7;12;16;10;19;23;18;20;22;13;25;24;6
789;18;12;15;3;22;14;8;19;11;2;24;10;21;4;16
788;3;12;4;11;24;9;1;22;16;21;25;19;23;8;10
787;8;4;10;12;16;1;5;14;9;20;17;19;13;11;23
786;21;15;23;24;5;11;8;25;6;10;17;2;4;13;12
785;12;11;13;1;17;10;23;15;6;7;4;19;16;21;2
784;1;12;2;20;23;13;15;4;21;11;3;7;22;18;25
783;20;16;1;8;19;7;2;5;6;13;24;15;22;11;21
782;18;13;5;14;20;12;10;17;21;15;19;16;11;9;8
781;11;1;2;22;10;25;9;15;4;19;16;8;14;20;17
780;21;20;15;8;13;17;16;3;19;24;6;7;18;25;10
779;16;20;19;21;14;23;5;13;8;9;22;12;4;17;11
778;11;15;20;10;6;9;7;19;24;2;13;25;16;5;22
777;21;15;9;25;2;11;14;12;24;3;6;13;20;23;16
776;10;24;22;14;2;18;13;4;23;12;1;11;20;3;19
775;6;17;12;2;18;10;20;3;16;13;19;8;7;14;9
774;19;11;14;6;1;15;18;12;3;8;22;9;4;5;25
773;6;18;20;15;8;17;7;10;2;25;22;11;13;24;5
772;16;2;12;20;7;6;9;25;15;8;11;24;10;4;23
771;20;7;22;25;2;4;6;9;5;23;8;14;17;10;16
770;17;12;4;24;1;3;18;6;25;11;22;16;5;9;21
769;5;11;4;23;22;16;15;25;7;13;17;10;3;19;20
